🇨🇳央视,#genre#
中苔湾生活网,http://58.99.33.16:1935/liveedge17/live_852_3.stream/chunklist.m3u8

📼说电影,#genre#
越哥说电影,https://live.52sf.ga/huya/15894162
 小杨说电影,https://live.52sf.ga/huya/23338162
 鱼丸说电影,https://live.52sf.ga/huya/16615910
 白丁说电影,https://live.52sf.ga/huya/24396428
 憨憨哥说电影,https://live.52sf.ga/huya/24917827
 Sir说电影,https://live.52sf.ga/huya/16626185
 正经说电影,https://live.52sf.ga/huya/19583776
菠萝说电影,http://diyp-diyp.tk/douyu.php?id=3714736
鲨说电影的直播间,http://diyp-diyp.tk/douyu.php?id=9544628
珞珞说电影,http://diyp-diyp.tk/douyu.php?id=3718888
鹏友说电影、一起看电影,http://diyp-diyp.tk/douyu.php?id=9445244
童乐说电影,http://diyp-diyp.tk/douyu.php?id=9660704



🗺️电影,#genre#
斗鸡,https://ukzy.ukubf3.com/20220513/KHN7xBIP/index.m3u8

二子开店,https://v4.cdtlas.com/20220517/U4cgvrIR/index.m3u8

天生胆小,https://v4.cdtlas.com/20220302/93FVqJW6/index.m3u8

喜剧明星,https://s1.zoubuting.com/20220621/opwOk4h4/index.m3u8

顽主,https://ukzy.ukubf4.com/20220407/kY7KMddv/index.m3u8

瞧这一家子,https://ukzy.ukubf3.com/20220505/qSkREtXc/index.m3u8


没完没了,https://vod1.bdzybf7.com/20220511/SpcVfCxn/index.m3u8

甲方乙方,https://ukzy.ukubf4.com/20220408/u9E9q1lY/index.m3u8
千里之外FHD,http://em.21dtv.com/songs/60114086.mkv
杀戮都市2,https://vip.lz-cdn2.com/20220425/4423_243ad5a4/1200k/hls/index.m3u8
宇宙追辑令,https://wolongzywcdn2.com:65/QiHXJS2v/index.m3u8
新精武门:武魂,https://vip.lz-cdn1.com/20220318/282_6776ba05/index.m3u8



📀4  K,#genre#
4K超,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8?zzhongd
4k超,http://open.live-web.timetv.cn/live03/cctv4k.m3u8
8K超,http://117.148.179.157/PLTV/88888888/224/3221233439/index.m3u8?zzhongd
CCTV4K F,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8
CCTV4K,http://39.135.55.72:6610/PLTV/88888888/224/3221226998/index.m3u8?servicetype=1&IASHttpSessionId=OTT
CCTV4K,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221233400/index.m3u8
CCTV4K,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221233454/index.m3u8
CCTV8K,http://117.148.179.146/PLTV/88888888/224/3221233413/index.m3u8
CCTV8K,http://117.148.179.148/PLTV/88888888/224/3221233350/1.m3u8
CCTV8K,http://117.148.179.148:80/PLTV/88888888/224/3221233350/1.m3u8
CCTV8K,http://117.148.179.157/PLTV/88888888/224/3221233413/index.m3u8
CCTV8K,http://117.148.179.157/PLTV/88888888/224/3221233439/index.m3u8
CCTV8K,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221233413/index.m3u8
爱上4k,http://111.20.33.93/PLTV/88888893/224/3221226352/index.m3u8
爱上4K,http://111.20.33.93/TVOD/88888893/224/3221226352/index.m3u8
纯享4K,http://39.134.115.163:8080/PLTV/88888910/224/3221225786/index.m3u8
纯享4k,http://39.135.138.58:18890/PLTV/88888888/224/3221225786/index.m3u8
纯享4K,http://39.135.138.59:18890/PLTV/88888910/224/3221225786/index.m3u8
纯享4K,http://39.135.138.60:18890/PLTV/88888910/224/3221225786/index.m3u8
纯享4k,http://39.135.32.10:6610/000000001000/HD-20M-2160P-chunxiang4k/1.m3u8?IASHttpSessionId=OTT
纯享4k,http://39.135.32.10:6610/000000001000/HD-20M-2160P-chunxiang4k/1.m3u8?IASHttpSessionId=OTT
纯享4k,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225786/index.m3u8
欢笑剧场4k,http://183.207.255.188/live/program/live/hxjchd/4000000/mnf.m3u8
苏州4k,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8
Love4k,http://iptv.tvfix.org/hls/lovenature4k.m3u8
河南卫视4k超,http://218.29.135.2:4000/udp/225.1.4.254:1300
欢笑剧场4K超,http://183.207.255.188/live/program/live/hxjchd/4000000/mnf.m3u8
4K超电影,http://60.255.49.202/live/emdy4k_8000.m3u8
4K测试,http://ott.js.chinamobile.com/TVOD/3/224/3221228113/index.m3u8 $4K
纯享4k,http://ott.js.chinamobile.com/TVOD/3/224/3221228242/index.m3u8 $4K
纯享4k,http://39.135.138.60:18890/PLTV/88888910/224/3221225786/index.m3u8 $4K
4K修复,http://ott.js.chinamobile.com/TVOD/3/224/3221228141/index.m3u8 $4K
4K修复,http://ott.js.chinamobile.com/TVOD/3/224/3221228141/index.m3u8
4K花园,http://223.110.243.159/ott.js.chinamobile.com/PLTV/3/224/3221227725/index.m3u8$8M1080HEVC
欢笑剧场4K,http://ott.js.chinamobile.com/TVOD/3/224/3221227715/index.m3u8
欢笑剧场4K,http://223.110.243.153/ott.js.chinamobile.com/PLTV/3/224/3221227715/index.m3u8 $4K
欢笑剧场4k,http://39.134.18.68/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226582/index.m3u8
CCTV16,http://121.18.168.210/livetestcdn.cctv.cn/hls/CCTV16/playlist.m3u8
CCTV16,http://ott.js.chinamobile.com/PLTV/3/224/3221228127/index.m3u8
4K体育 U,http://39.134.39.31/PLTV/88888888/224/3221226351/index.m3u8
爱上4k,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226352/index.m3u8
4K剧场,http://117.148.179.161/PLTV/88888888/224/3221231624/index.m3u8
4K剧场 U,http://223.110.246.80/ott.js.chinamobile.com/PLTV/4/224/3221227896/index.m3u8
4k 修复频道,http://ott.js.chinamobile.com/PLTV/3/224/3221228141/index.m3u8

👩‍🏭少儿,#genre#

哆啦A梦新番,http://zb-iptv.ml/bili.php/?id=482946
哆啦A梦旧版全集,http://zb-iptv.ml/bili.php/?id=1717236
哆啦A梦大山版,http://zb-iptv.ml/bili.php/?id=346400
哆啦A梦小剧场,http://zb-iptv.ml/bili.php/?id=21310390
哆啦A梦新番剧,http://zb-iptv.ml/bili.php/?id=7204293
哆啦A梦配剧场版,http://zb-iptv.ml/bili.php/?id=6419694
24小时动漫直播间,http://zb-iptv.ml/bili.php/?id=279430
樱桃小丸子国语配,http://zb-iptv.ml/bili.php/?id=11765640
樱桃小丸子1,http://zb-iptv.ml/bili.php/?id=21614203
樱桃小丸子,http://zb-iptv.ml/bili.php/?id=6554860
【海绵宝宝】,http://zb-iptv.ml/bili.php/?id=61834
【海绵宝宝】1-13季24H循环,http://zb-iptv.ml/bili.php/?id=14495324
海绵宝宝央配,http://zb-iptv.ml/bili.php/?id=4355330
海绵宝宝央配,http://zb-iptv.ml/bili.php/?id=9819411
海绵宝宝,http://zb-iptv.ml/bili.php/?id=21935649
海绵宝宝,http://txtest-xp2p.p2p.huya.com/1423782096-1423782096-6115097538950332416-2847687648-10057-A-0-1.xs
【蜡笔小新】,http://zb-iptv.ml/bili.php/?id=10375360
蜡笔小新24h,http://zb-iptv.ml/bili.php/?id=11579951
【蜡笔小新】2～,http://zb-iptv.ml/bili.php/?id=22804740
蜡笔小新,http://zb-iptv.ml/bili.php/?id=1895574
蜡笔小新,http://txtest-xp2p.p2p.huya.com/1423787878-1423787878-6115122372451237888-2847699212-10057-A-0-1-imgplus.xs
蜡笔小新,http://111.6.244.41:80/tx.hls.huya.com/src/1423787878-1423787878-6115122372451237888-2847699212-10057-A-0-1-imgplus.m3u8
蜡笔小新,http://106.53.212.251/daili/bili.php?id=11579951
野原新之助蜡笔小新新番24H,http://zb-iptv.ml/bili.php/?id=21507503
犬夜叉-乱马-,http://zb-iptv.ml/bili.php/?id=11224983
国语高达,http://zb-iptv.ml/bili.php/?id=22834365
中华小当家/中华一番东方零食总部,http://zb-iptv.ml/bili.php/?id=655291
四驱兄弟/爆走兄弟WGPMAX,http://zb-iptv.ml/bili.php/?id=10544270
飞哥与小佛,http://zb-iptv.ml/bili.php/?id=5759023
飞出个未来,http://zb-iptv.ml/bili.php/?id=1954990
动画狂欢曲-芭比,http://zb-iptv.ml/bili.php/?id=662181
经典番剧/动漫/剧场版24时轮播,http://zb-iptv.ml/bili.php/?id=21751462
X百变小樱,http://zb-iptv.ml/bili.php/?id=34340
中华小子,http://zb-iptv.ml/bili.php/?id=22194340
经典动漫（推理、童年、灵异）,http://zb-iptv.ml/bili.php/?id=4089143
咱们裸熊,http://zb-iptv.ml/bili.php/?id=11168667
动画＆电影合集，,http://zb-iptv.ml/bili.php/?id=24511160
【游戏王】6,http://zb-iptv.ml/bili.php/?id=23891000
CCTV14少儿,http://maomao.kandiantv.cn/m3u8.php?/migu/624878440
上海哈哈炫动,http://maomao.kandiantv.cn/m3u8.php?/migu/651638619
优漫卡通频道,http://maomao.kandiantv.cn/m3u8.php?/migu/626064703
嘉佳卡通,http://maomao.kandiantv.cn/m3u8.php?/migu/614952364
经典动画大集合,http://maomao.kandiantv.cn/m3u8.php?/migu/629942219
CCTV-14少儿,http://111.40.196.38/PLTV/88888888/224/3221225573/index.m3u8
黑莓动画,http://111.40.196.35/PLTV/88888888/224/3221225628/index.m3u8
黑莓动画,http://39.134.67.198/PLTV/88888888/224/3221225529/index.m3u8
黑莓动画,http://39.134.67.4/PLTV/88888888/224/3221225529/index.m3u8
黑莓动画,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/1.m3u8
黑莓动画,http://39.134.67.7:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/1.m3u8
黑莓动画,http://221.179.136.151:443/PLTV/88888888/224/3221225914/1.m3u8
黑莓动画,http://39.134.67.226/PLTV/88888888/224/3221225529/index.m3u8
黑莓动画,http://ott.mobaibox.com/PLTV/4/224/3221225555/index.m3u8
黑莓动画,http:///ott.js.chinamobile.com/PLTV/3/224/3221227523/index.m3u8?icpid=4&RTS=1639880648&from=1&hms_devid=221&vqe=3
黑莓动画,http://39.134.65.179/PLTV/88888888/224/3221225529/1.m3u8
黑莓动画,http://ott.mobaibox.com/PLTV/3/224/3221225555/index.m3u8
黑莓动画,http://ott.mobaibox.com/PLTV/4/224/3221227523/index.m3u8
黑莓动画,http:///ott.js.chinamobile.com/PLTV/3/224/3221225555/index.m3u8?icpid=4&RTS=1639880648&from=1&hms_devid=221&vqe=3
黑莓动画,http://39.134.65.177/PLTV/88888888/224/3221225529/1.m3u8
黑莓动画,http://39.134.65.175/PLTV/88888888/224/3221225529/1.m3u8
黑莓动画,http:///ott.js.chinamobile.com/PLTV/4/224/3221227523/index.m3u8?icpid=4&RTS=1639880648&from=1&hms_devid=221&vqe=3
黑莓动画,http://39.134.65.166/PLTV/88888888/224/3221225529/1.m3u8
黑莓动画,http://39.134.65.173/PLTV/88888888/224/3221225529/1.m3u8
黑莓动画,http://ott.mobaibox.com/PLTV/3/224/3221227523/index.m3u8
黑莓动画,http://221.179.136.150:443/PLTV/88888888/224/3221225914/1.m3u8
黑莓动画,http://111.40.196.9/PLTV/88888888/224/3221225628/index.m3u8
黑莓动画,http://39.135.138.58:18890/PLTV/88888888/224/3221225672/index.m3u8
黑莓动画,http://39.135.32.236:6610/PLTV/77777777/224/3221225710/index.m3u8?
黑莓动画,http:///ott.js.chinamobile.com/PLTV/4/224/3221225555/index.m3u8?icpid=4&RTS=1639880648&from=1&hms_devid=221&vqe=3
哈哈炫动,http://112.25.48.13/live/program/live/hhxdhd/4000000/mnf.m3u8
哈哈炫动,http://183.207.255.188/live/program/live/hhxdhd/4000000/mnf.m3u8
哈哈炫动,http://39.135.253.42/PLTV/88888888/224/3221229996/1.m3u8
哈哈炫动,http://183.207.255.188/live/program/live/xdkt/1300000/mnf.m3u8
哈哈炫动,http://39.135.253.7/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226139/1.m3u8
哈哈炫动,http://39.135.253.53/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226139/3.m3u8
卡酷少儿,http://111.6.126.218/hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s10/index.m3u8
金鹰卡通,http://39.134.115.163:8080/PLTV/88888910/224/3221225721/index.m3u8
金鹰卡通,http://124.232.231.246:6610/000000001001/201600020009/1400.m3u8?

zte_auth=ae0fcdac&ztecid=201600020005&version=v1.0&IASHttpSessionId=SLB2046220190906022827233263&AuthInfo=LPjne9%2Bz7%2B

%2F905ByFWbN5McknogfJXrVwjUFLaeEL29vpHGrk2l%2FUHYgN1aASj376oO1xLnnHQM%2
金鹰卡通,http://223.151.51.27:85/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://ott.mobaibox.com/PLTV/4/224/3221226303/index.m3u8
金鹰卡通,http:///ott.js.chinamobile.com/PLTV/4/224/3221227630/index.m3u8?icpid=4&RTS=1639880648&from=1&hms_devid=221&vqe=3
金鹰卡通,http:///iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226624/index.m3u8
金鹰卡通,http:///180000001001/00000001000000001001000000000039/main.m3u8?IASHttpSessionId=OTT
金鹰卡通,http:///ott.js.chinamobile.com/PLTV/4/224/3221226303/index.m3u8?icpid=4&RTS=1639880648&from=1&hms_devid=221&vqe=3
金鹰卡通,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/88888888/3221225554/index.m3u8?fmt=ts2hls
金鹰卡通,http://222.240.82.92:9901/tsfile/live/1003_1.m3u8
金鹰卡通,http:///gslbserv.iptv.nm.chinamobile.com/PLTV/88888890/224/3221225686/index.m3u8?fmt=ts2hls
金鹰卡通,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226296/1/1.m3u8?fmt=ts2hls
金鹰卡通,http:///180000001001/00000001000000000002000000028000/main.m3u8?IASHttpSessionId=OTT
金鹰卡通,http://124.232.231.246:6610/000000001001/201600020009/index.m3u8?A
金鹰卡通,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226413/index.m3u8
金鹰卡通,http://124.232.233.16:6610/000000001001/201600020009/1400.m3u8?

&version=v1.0&IASHttpSessionId=SLB2046220190906022827233263&AuthInfo=&m3u8_level=2
金鹰卡通,http://39.134.13.35:6610/180000001001/00000001000000000007000000001247/index.m3u8?
金鹰卡通,http://124.232.231.246:6610/000000001001/201600020009/index.m3u8?A=&IASHttpSessionId=OTT
金鹰卡通,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000613
金鹰卡通,http://39.134.13.35:6610/180000001001/00000001000000001001000000000039/main.m3u8?IASHttpSessionId=OTT
金鹰卡通,http://124.232.231.246:6610/000000001001/201600020009/1000.m3u8?

IASHttpSessionId=OTT2933020211208004916069966&zte_bandwidth=1000&bandwidth=1433600&ispcode=3&timeformat=local&channel=201600020004&ztecid=201600

020004&m3u8_level=2&A=
金鹰卡通,http://124.232.233.15:6610/000000001001/201600020009/1400.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2
金鹰卡通,http://39.134.242.92:80/180000001002/00000001000000000007000000001247/index.m3u8
金鹰卡通,http://ott.mobaibox.com/PLTV/4/224/3221227630/index.m3u8
金鹰卡通,http://183.215.102.57:8089/180000001001/00000001000000000007000000001247/main.m3u8
金鹰卡通,http://183.207.249.5:80/PLTV/4/224/3221226303/index.m3u8?
金鹰卡通,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226296/1/index.m3u8?fmt=ts2hls
金鹰卡通,http://124.232.233.17:6610/000000001001/201600020009/1400.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2
金鹰卡通,http://39.134.240.3/PLTV/2/224/3221226142/index.m3u8
金鹰卡通,http://124.232.231.246:6610/000000001001/201600020009/index.m3u8?
优漫卡通,http://183.207.249.15:80/PLTV/4/224/3221225933/index.m3u8?
浙江少儿,http://yd-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江少儿,http://yd-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8
杭州少儿,http://hms403nc1880172791.live.aikan.miguvideo.com/wh7f454c46tw2117141557_-1207487654/PLTV/88888888/224/3221229316/index.m3u8
江西少儿,http://local.live.jxtvcn.com.cn/live-jxtv/tv_jxtv6.m3u8
中华小当家,http://txtest-xp2p.p2p.huya.com/1449588921-1449588921-6225937008338927616-2789274526-10057-A-0-1.xs
猫和老鼠,http://txtest-xp2p.p2p.huya.com/1423782038-1423782038-6115097289842229248-2847687532-10057-A-0-1.xs
小猪佩奇,http://baiducdncmn2.inter.iqiyi.com/tslive/c53_lb_78_1080P_t10/c53_lb_78_1080P_t10.m3u8
哆啦A梦2,http://txtest-xp2p.p2p.huya.com/1524418078-1524418078-6547325790441177088-3048959612-10057-A-0-1.xs
成龙历险记,http://txtest-xp2p.p2p.huya.com/1423787836-1423787836-6115122192062611456-2847699128-10057-A-0-1.xs
路飞海盗,http://txtest-xp2p.p2p.huya.com/1199512045291-1199512045291-5223409117950902272-2399024214038-10057-A-0-1.xs
动画小品,http://txtest-xp2p.p2p.huya.com/1449698104-1449698104-6226405945753206784-2847699140-10057-A-0-1.xs
狮子王国,https://newcntv.qcloudcdn.com/asp/hls/850/0303000a/3/default/c2e7e767f3144bed959ef20b8b961fe5/850.m3u8
倒霉特熊,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/87f87ba569c147e3805f80e4844d2de9/1200.m3u8
反转星球,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/3ccdecc7d6e341c1920ad4eac5d82f38/1200.m3u8
云朵妈妈,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/d8ad434c6b08421a927557a4d98da65c/1200.m3u8
熊大熊二,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1733da751de64e6e910abda889d87a26/1200.m3u8
熊大过年,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/7ae265653fe149069c3b53e31caaf060/1200.m3u8
猪侠英雄,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/0f03b08bc7b042358144617000fd2931/1200.m3u8
动画片莽荒纪,http://mmitv.top/pltv/yy.php?id=1354930977
动漫,http://:6610/PLTV/88888888/224/3221226736/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178
哈哈炫动,http://39.135.138.59:18890/PLTV/88888910/224/3221225720/index.m3u8
哈哈炫动,http://223.110.245.163/ott.js.chinamobile.com/PLTV/3/224/3221226388/index.m3u8
金鹰卡通,http://183.207.249.5:80/PLTV/4/224/3221226303/index.m3u8?
金鹰卡通,http://39.134.115.163:8080/PLTV/88888910/224/3221225721/index.m3u8
嘉佳卡通,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226193/index.m3u8
优漫卡通,http://183.207.249.15:80/PLTV/4/224/3221225933/index.m3u8?
动漫秀场,http://140.207.241.2:8080/live/program/live/dmxchd/4000000/mnf.m3u8
广东少儿,http://113.64.147.107:808/hls/39/index.m3u8
海南少儿,http://112.74.200.9:88/tv000000/hoge.php?id=haise
南京少兒,http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8
浙江少兒,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787
福州少儿,http://live.zohi.tv/video/s10001-sepd-4/index.m3u8
深圳少儿,http://ye23.win/iptv/sztv.php?id=7
江西少儿,http://39.137.49.76:8080/PLTV/88888888/224/3221226194/index.m3u8?fmt=ts2hls
动画乐园,http://211.94.219.178:18080/PLTV/68/224/3221226406/index.m3u8
樱桃小丸子,https://d1--ov-gotcha105.bilivideo.com/live-bvc/986677/live_324911708_2109023.m3u8?cdn=ov-

gotcha05&expires=1653976167&len=0&oi=2863848282&pt=h5&qn=10000&trid=1003f750cec923ec4da89b3cf1ecf2c449cc&sigparams=cdn,expires,len,oi,pt,qn,trid

&sign=6d1e6d268e86af0e844bf003dac68a69&ptype=0&src=57345&sl=2&source=one&sk=a0c25008b398b32a5c516910050c7278&order=1
哆啦A梦-,http://fangsong.live/hls/bili.php?id=1717236
中华小当家-,http://fangsong.live/hls/bili.php?id=655291

樱桃小丸子-,http://fangsong.live/hls/bili.php?id=11765640
蜡笔小新-,http://fangsong.live/hls/bili.php?id=11579951

猫和老鼠-,http://fangsong.live/hls/bili.php?id=22905626
哆啦A梦,http://txtest-xp2p.p2p.huya.com/1524418078-1524418078-6547325790441177088-3048959612-10057-A-0-1.xs

中华小当家,http://txtest-xp2p.p2p.huya.com/1449588921-1449588921-6225937008338927616-2789274526-10057-A-0-1.xs


蜡笔小新,http://txtest-xp2p.p2p.huya.com/1423787878-1423787878-6115122372451237888-2847699212-10057-A-0-1-imgplus.xs

猫和老鼠,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c52_lb_83_600_t10/c52_lb_83_600_t10.m3u8?key=0b292c335e5837e94e2f0ba45f46717fa
猫和老鼠,http://118.26.120.23:55336/tslive/c52_lb_83_600_t10/c52_lb_83_600_t10.m3u8?key=0b292c335e5837e94e2f0ba45f46717fa
猫和老鼠H,http://txtest-xp2p.p2p.huya.com/1099531768063-1099531768063-86501873997053952-2199063659582-10057-A-0-1.xs
猫和老鼠H,http://txtest-xp2p.p2p.huya.com/1423782038-1423782038-6115097289842229248-2847687532-10057-A-0-1.xs


英文儿歌,http://lvbaiducdncmn.inter.iqiyi.com//tslive/c55_lb_128_600_t10/c55_lb_128_600_t10.m3u8?key=0b292c335e5837e94dd521635e537be73
英文儿歌,http://118.26.120.23:55336/tslive/c55_lb_128_600_t10/c55_lb_128_600_t10.m3u8?key=0b292c335e5837e94dd521635e537be73
童年经典,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c57_lb_211_600_t10/c57_lb_211_600_t10.m3u8?key=0f2a06793124310bce6ba95fc0ac76131
童年经典,http://118.26.120.23:55336/tslive/c57_lb_211_600_t10/c57_lb_211_600_t10.m3u8?key=0f2a06793124310bce6ba95fc0ac76131
玩具乐园,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c54_lb_175_600_t10/c54_lb_175_600_t10.m3u8?key=051d9240247766709d65dde3fcd5cd7bb
玩具乐园,http://118.26.120.37:55336/tslive/c54_lb_175_600_t10/c54_lb_175_600_t10.m3u8?key=051d9240247766709d65dde3fcd5cd7bb
怀旧动画,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c53_lb_86_600_t10/c53_lb_86_600_t10.m3u8?key=0b292c335e5837e943a226d3c381f872a
怀旧动画,http://118.26.120.36:55336/tslive/c53_lb_86_600_t10/c53_lb_86_600_t10.m3u8?key=0b292c335e5837e943a226d3c381f872a
巧虎,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c55_lb_135_600_t10/c55_lb_135_600_t10.m3u8?key=0f2a06793124310bcefefdf4e48b17f9a
巧虎,http://118.26.120.37:55336/tslive/c55_lb_135_600_t10/c55_lb_135_600_t10.m3u8?key=0f2a06793124310bcefefdf4e48b17f9a
小猪佩奇,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c53_lb_78_1080P_t10/c53_lb_78_1080P_t10.m3u8
小猪佩奇,http://118.26.120.23:55336/tslive/c53_lb_78_600_t10/c53_lb_78_600_t10.m3u8?key=0b292c335e5837e94a815c2c45ffe0057
小猪佩奇,http://118.26.120.23:55336/tslive/c53_lb_78_600_t10/c53_lb_78_600_t10.m3u8?key=0b292c335e5837e94a815c2c45ffe0057
宝宝课堂,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c57_lb_225_600_t10/c57_lb_225_600_t10.m3u8?key=0b292c335e5837e94abaa8d3135e83ce3
宝宝课堂,http://118.26.120.23:55336/tslive/c57_lb_225_600_t10/c57_lb_225_600_t10.m3u8?key=0b292c335e5837e94abaa8d3135e83ce3
宝宝巴士,http://118.26.120.35:55336/tslive/c55_lb_153_720P_t10/c55_lb_153_720P_t10.m3u8?key=0b292c335e5837e947f9409c59228f3e6
宝宝巴士,http://118.26.120.35:55336/tslive/c55_lb_153_720P_t10/c55_lb_153_720P_t10.m3u8?key=0b292c335e5837e947f9409c59228f3e6
奥特曼,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c57_lb_210_600_t10/c57_lb_210_600_t10.m3u8?key=0b292c335e5837e94abe4b846218bbc95
奥特曼,http://118.26.120.35:55336/tslive/c57_lb_210_600_t10/c57_lb_210_600_t10.m3u8?key=0b292c335e5837e94abe4b846218bbc95
喜羊羊,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c55_lb_91_1080P_t10/c55_lb_91_1080P_t10.m3u8?key=0b292c335e5837e943e554ef181bdcec1
喜羊羊,http://118.26.120.23:55336/tslive/c55_lb_91_1080P_t10/c55_lb_91_1080P_t10.m3u8?key=0b292c335e5837e943e554ef181bdcec1
名贞探柯南,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c54_lb_157_600_t10/c54_lb_157_600_t10.m3u8?key=0b292c335e5837e948e91dd5d11efa525
名贞探柯南,http://118.26.120.23:55336/tslive/c54_lb_157_600_t10/c54_lb_157_600_t10.m3u8?key=0b292c335e5837e948e91dd5d11efa525
动画电影,http://118.26.120.36:55336/tslive/c51_lb_118_600_t10/c51_lb_118_600_t10.m3u8?key=0b292c335e5837e94f25985f7c35b1efe
动画电影,http://118.26.120.36:55336/tslive/c51_lb_118_600_t10/c51_lb_118_600_t10.m3u8?key=0b292c335e5837e94f25985f7c35b1efe
动画小天地,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c55_lb_139_600_t10/c55_lb_139_600_t10.m3u8?key=0f2a06793124310bc475d77d809f3ab51
动画小天地,http://118.26.120.34:55336/tslive/c55_lb_139_600_t10/c55_lb_139_600_t10.m3u8?key=0f2a06793124310bc475d77d809f3ab51
兔小贝尔歌,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c54_lb_136_600_t10/c54_lb_136_600_t10.m3u8?key=0b292c335e5837e94ae056154862a578b
兔小贝尔歌,http://118.26.120.22:55336/tslive/c54_lb_136_600_t10/c54_lb_136_600_t10.m3u8?key=0b292c335e5837e94ae056154862a578b
儿童乐园,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c57_lb_215_600_t10/c57_lb_215_600_t10.m3u8?key=0b292c335e5837e943410c2bfa7a7387e
儿童乐园,http://118.26.120.23:55336/tslive/c57_lb_215_600_t10/c57_lb_215_600_t10.m3u8?key=0b292c335e5837e943410c2bfa7a7387e
儿歌大全http://lvbaiducdncmn.inter.iqiyi.com/tslive/c57_lb_242_600_t10/c57_lb_242_600_t10.m3u8?key=0f2a06793124310bc8499ebf63370c51a
儿歌大全,http://118.26.120.23:55336/tslive/c57_lb_242_600_t10/c57_lb_242_600_t10.m3u8?key=0f2a06793124310bc8499ebf63370c51a
倒霉熊,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c54_lb_140_600_t10/c54_lb_140_600_t10.m3u8?key=0f2a06793124310bccc587b5da61b57da
倒霉熊,http://118.26.120.37:55336/tslive/c54_lb_140_600_t10/c54_lb_140_600_t10.m3u8?key=0f2a06793124310bccc587b5da61b57da
亲子小游戏,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c56_lb_178_600_t10/c56_lb_178_600_t10.m3u8?key=0b292c335e5837e94ffc1113a2140b54
亲子小游戏,http://118.26.120.23:55336/tslive/c56_lb_178_600_t10/c56_lb_178_600_t10.m3u8?key=0b292c335e5837e94ffc1113a2140b54
亲子启蒙,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c57_lb_213_600_t10/c57_lb_213_600_t10.m3u8?key=0f2a06793124310bc21adebc9f02a9735
