🔥世界杯,#genre#
RAW,http://txtest-xp2p.p2p.huya.com/1099531728841-1099531728841-86333416789770240-2199063581138-10057-A-0-1.xs
SD,http://txtest-xp2p.p2p.huya.com/1099531728842-1099531728842-86333421084737536-2199063581140-10057-A-0-1.xs
山东体育,http://119.164.216.162:9901/tsfile/live/1002_1.m3u8
广东体育,http://e59abdd420c65d43cc1550d493a88c71.v.smtcdns.net/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel34/2300.m3u8
斯诺克2,http://txtest-xp2p.p2p.huya.com/1099531739995-1099531739995-86381322854989824-2199063603446-10057-A-0-1.xs
皮划艇,http://txtest-xp2p.p2p.huya.com/1099531728523-1099531728523-86332050990170112-2199063580502-10057-A-0-1.xs
篮球3,http://txtest-xp2p.p2p.huya.com/1859752418-1859752418-7987575813966921728-3719628292-10057-A-0-1.xs
篮球5,http://txtest-xp2p.p2p.huya.com/1099531739898-1099531739898-86380906243162112-2199063603252-10057-A-0-1.xs
篮球7,http://txtest-xp2p.p2p.huya.com/1099531739953-1099531739953-86381142466363392-2199063603362-10057-A-0-1.xs
篮球8[960*544],http://txtest-xp2p.p2p.huya.com/1099531739788-1099531739788-86380433796759552-2199063603032-10057-A-0-1.xs
街波王子,http://txtest-xp2p.p2p.huya.com/1099531739790-1099531739790-86380442386694144-2199063603036-10057-A-0-1.xs
足球1,http://txtest-xp2p.p2p.huya.com/1099531739787-1099531739787-86380429501792256-2199063603030-10057-A-0-1.xs
足球2,http://txtest-xp2p.p2p.huya.com/1099531728837-1099531728837-86333399609901056-2199063581130-10057-A-0-1.xs
足球7,http://txtest-xp2p.p2p.huya.com/1199525662714-1199525662714-5281895504391700480-2399051448884-10057-A-0-1.xs
魅力足球,http://183.207.255.188/live/program/live/mlyyhd/4000000/mnf.m3u8



【SiTV】,#genre#
SiTV动漫秀场,http://183.207.255.188/live/program/live/dmxchd/4000000/mnf.m3u8
SiTV极品汽车,http://183.207.255.188/live/program/live/jsqchd/4000000/mnf.m3u8
SiTV欢笑剧场,http://183.207.255.188/live/program/live/hxjchd/4000000/mnf.m3u8
SiTV游戏风云,http://183.207.255.188/live/program/live/yxfyhd/4000000/mnf.m3u8
SiTV都市剧场,http://183.207.255.188/live/program/live/dsjchd/4000000/mnf.m3u8
SiTV新视觉,http://183.207.255.188/live/program/live/xsjhd/4000000/mnf.m3u8
SiTV幸福彩,http://183.207.255.188/live/program/live/xfchd/4000000/mnf.m3u8
SiTV法治天地[736*540],http://183.207.255.188/live/program/live/fztd/1300000/mnf.m3u8
SiTV七彩戏剧[736*540],http://183.207.255.188/live/program/live/qcxj/1300000/mnf.m3u8
SiTV东方财经[982*540],http://183.207.255.188/live/program/live/dfcj/1300000/mnf.m3u8






【NewTV】,#genre#


NewTV超级电影,http://39.135.138.58:18890/PLTV/88888888/224/3221225623/index.m3u8
NewTV超级电影,http://39.135.138.58:18890/PLTV/88888888/224/3221225766/index.m3u8
NewTV超级体育,http://39.135.138.58:18890/PLTV/88888888/224/3221225622/index.m3u8
NewTV超级体育,http://39.135.138.58:18890/PLTV/88888888/224/3221225648/index.m3u8
NewTV超级体育,http://39.135.138.58:18890/PLTV/88888888/224/3221225767/index.m3u8
NewTV超级综艺,http://39.135.138.58:18890/PLTV/88888888/224/3221225620/index.m3u8
NewTV超级综艺,http://39.135.138.58:18890/PLTV/88888888/224/3221225768/index.m3u8
NewTV潮妈辣婆,http://39.135.138.58:18890/PLTV/88888888/224/3221225708/index.m3u8
NewTV东北热剧,http://39.135.138.58:18890/PLTV/88888888/224/3221226202/index.m3u8
NewTV古装剧场,http://39.135.138.58:18890/PLTV/88888888/224/3221225678/index.m3u8
NewTV欢乐剧场,http://39.135.138.58:18890/PLTV/88888888/224/3221226210/index.m3u8
NewTV热播精选,http://39.135.138.58:18890/PLTV/88888888/224/3221225712/index.m3u8
NewTV怡伴健康,http://39.135.138.58:18890/PLTV/88888888/224/3221225666/index.m3u8
NewTV军旅剧场,http://39.135.138.58:18890/PLTV/88888888/224/3221225669/index.m3u8
NewTV精品大剧,http://39.135.138.58:18890/PLTV/88888888/224/3221225714/index.m3u8
NewTV精品纪录,http://39.135.138.58:18890/PLTV/88888888/224/3221225710/index.m3u8
NewTV精品体育,http://39.135.138.58:18890/PLTV/88888888/224/3221225709/index.m3u8
NewTV金牌综艺,http://39.135.138.58:18890/PLTV/88888888/224/3221225711/index.m3u8
NewTV军事评论,http://39.135.138.58:18890/PLTV/88888888/224/3221225757/index.m3u8
NewTV家庭剧场,http://39.135.138.58:18890/PLTV/88888888/224/3221225713/index.m3u8
NewTV精品综合,http://39.135.138.58:18890/PLTV/88888888/224/3221225716/index.m3u8
NewTV农业致富,http://39.135.138.58:18890/PLTV/88888888/224/3221225670/index.m3u8
NewTV武搏世界,http://39.135.138.58:18890/PLTV/88888888/224/3221225656/index.m3u8
NewTV中国功夫,http://39.135.138.58:18890/PLTV/88888888/224/3221225660/index.m3u8
NewTV超级电视剧,http://39.135.138.58:18890/PLTV/88888888/224/3221225625/index.m3u8
NewTV超级电视剧,http://39.135.138.58:18890/PLTV/88888888/224/3221225765/index.m3u8
黑莓电竞,http://39.135.138.58:18890/PLTV/88888888/224/3221225653/index.m3u8
黑莓电竞,http://39.135.138.58:18890/PLTV/88888888/224/3221225749/index.m3u8
黑莓电竞,http://39.135.138.58:18890/PLTV/88888888/224/3221225750/index.m3u8
黑莓电影,http://39.135.138.58:18890/PLTV/88888888/224/3221225718/index.m3u8
黑莓电影,http://39.135.138.58:18890/PLTV/88888888/224/3221225764/index.m3u8
黑莓电影,http://39.135.138.58:18890/PLTV/88888888/224/3221225769/index.m3u8



NewTV超级电影,http://39.135.138.58:18890/PLTV/88888888/224/3221225623/index.m3u8
NewTV超级电影,http://39.135.138.58:18890/PLTV/88888888/224/3221225766/index.m3u8
NewTV超级体育,http://39.135.138.58:18890/PLTV/88888888/224/3221225622/index.m3u8
NewTV超级体育,http://39.135.138.58:18890/PLTV/88888888/224/3221225648/index.m3u8
NewTV超级体育,http://39.135.138.58:18890/PLTV/88888888/224/3221225767/index.m3u8
NewTV潮妈辣婆,http://39.135.138.58:18890/PLTV/88888888/224/3221225708/index.m3u8
NewTV超级综艺,http://39.135.138.58:18890/PLTV/88888888/224/3221225620/index.m3u8
NewTV东北热剧,http://39.135.138.58:18890/PLTV/88888888/224/3221226202/index.m3u8
NewTV古装剧场,http://39.135.138.58:18890/PLTV/88888888/224/3221225678/index.m3u8
NewTV热播精选,http://39.135.138.58:18890/PLTV/88888888/224/3221225712/index.m3u8
NewTV怡伴健康,http://39.135.138.58:18890/PLTV/88888888/224/3221225666/index.m3u8
NewTV军旅剧场,http://39.135.138.58:18890/PLTV/88888888/224/3221225669/index.m3u8
NewTV精品大剧,http://39.135.138.58:18890/PLTV/88888888/224/3221225714/index.m3u8
NewTV欢乐剧场,http://39.135.138.58:18890/PLTV/88888888/224/3221226210/index.m3u8
NewTV精品体育,http://39.135.138.58:18890/PLTV/88888888/224/3221225709/index.m3u8
NewTV精品纪录,http://39.135.138.58:18890/PLTV/88888888/224/3221225710/index.m3u8
NewTV军事评论,http://39.135.138.58:18890/PLTV/88888888/224/3221225757/index.m3u8
NewTV金牌综艺,http://39.135.138.58:18890/PLTV/88888888/224/3221225711/index.m3u8
NewTV家庭剧场,http://39.135.138.58:18890/PLTV/88888888/224/3221225713/index.m3u8
NewTV精品综合,http://39.135.138.58:18890/PLTV/88888888/224/3221225716/index.m3u8
NewTV农业致富,http://39.135.138.58:18890/PLTV/88888888/224/3221225670/index.m3u8
NewTV武搏世界,http://39.135.138.58:18890/PLTV/88888888/224/3221225656/index.m3u8
NewTV中国功夫,http://39.135.138.58:18890/PLTV/88888888/224/3221225660/index.m3u8
NewTV超级电视剧,http://39.135.138.58:18890/PLTV/88888888/224/3221225765/index.m3u8
NewTV中国功夫,http://39.134.115.163:8080/PLTV/88888910/224/3221225660/index.m3u8
NewTV潮妈辣婆,http://39.135.138.58:18890/PLTV/88888888/224/3221225708/index.m3u8





【电影频道】,#genre#



影院4k,http://epg.112114.xyz/douyu/9249162
邵氏影院,http://wtv.weetai.cn/iptv/2022/tyzb09.php?id=4246519
鬼吹灯,http://txtest-xp2p.p2p.huya.com/src/1423782025-1423782025-6115097234007654400-2847687506-10057-A-0-1.xs
吃米滴虫,http://epg.112114.xyz/douyu/315457
刘德华电影1,http://epg.112114.xyz/douyu/2516864
喜剧经典,http://epg.112114.xyz/douyu/9650887
豆瓣高分,http://epg.112114.xyz/douyu/8770422
贝爷影厅2,http://epg.112114.xyz/douyu/36337
冰冰经典电影,http://epg.112114.xyz/douyu/74374
避风港影院,http://epg.112114.xyz/douyu/9826611
漫威电影,http://epg.112114.xyz/douyu/4282654
恐怖经典,http://epg.112114.xyz/douyu/1165374
华语电影,http://epg.112114.xyz/douyu/3928
华语动作电影,http://epg.112114.xyz/douyu/1504768
喜剧电影[448*336],http://txtest-xp2p.p2p.huya.com/src/1423787843-1423787843-6115122222127382528-2847699142-10057-A-0-1.xs
神乐影片1,http://epg.112114.xyz/douyu/122402
神乐影片2,http://epg.112114.xyz/douyu/85894
贝爷MAX厅,http://epg.112114.xyz/douyu/4332
刘德华电影2,http://epg.112114.xyz/douyu/8985415
可乐电影,http://epg.112114.xyz/douyu/20415
奶虫恐怖电影,http://epg.112114.xyz/douyu/263824
麓山迷踪,http://epg.112114.xyz/douyu/4505431
米娅电影,http://epg.112114.xyz/douyu/6537888
CHC动作电影FHD,http://111.20.33.79/wh7f454c46tw2676886234_1042025358/PLTV/88888893/224/3221226465/index.m3u8
CHC动作电影FHD,http://111.20.33.93/wh7f454c46tw66682855_961085433/PLTV/88888893/224/3221226465/index.m3u8
CHC动作电影FHD,http://111.20.33.70/PLTV/88888893/224/3221226465/index.m3u8
北京冬奥纪实,http://39.135.138.58:18890/PLTV/88888888/224/3221225675/index.m3u8



【哔哩影视】,#genre#
秀才遇到兵-演喜剧的陈豪『埋堆』[859*476],http://txtest-xp2p.p2p.huya.com/src/1199561176240-1199561176240-5434424937127346176-2399122475936-10057-A-0-1.xs
【RM-点播】点播！模式-24H欢乐不断,http://epg.112114.xyz/douyu/131977
【RM-轮播】轮播！模式-24H欢乐不断,http://epg.112114.xyz/douyu/7298973
美味！蟹黄堡,http://epg.112114.xyz/douyu/8762358
江户川柯南_是一个蒸蛋。,http://epg.112114.xyz/douyu/5377297
万年如一柯播南_各位给点电费吧,http://epg.112114.xyz/douyu/1783144
【三笠】根本不存在解不开的迷！[1280*692],http://epg.112114.xyz/douyu/7050342
【超级赛亚人】悟吉塔,http://epg.112114.xyz/douyu/7190773
草帽丶海贼团的直播间,http://epg.112114.xyz/douyu/997925
【Hunter】动漫热血老贼冒险,http://epg.112114.xyz/douyu/6610883
少女与半妖,http://epg.112114.xyz/douyu/7422897
宝可梦加油。感谢大家。,http://epg.112114.xyz/douyu/9765742
星矢-燃烧吧我的小宇宙,http://epg.112114.xyz/douyu/8458270
浦饭幽游藏马飞影桑原[576*1024],http://epg.112114.xyz/douyu/9938431
【童年往事】仨房间画面同步显示点播,http://epg.112114.xyz/douyu/7256376
?妖精的直播间?,http://epg.112114.xyz/douyu/5960746
【天使点播】动漫直播间,http://epg.112114.xyz/douyu/1487654
【动漫】超燃怀旧经典,http://epg.112114.xyz/douyu/1174353
?动漫?热血木叶忍者草帽路飞青春,http://epg.112114.xyz/douyu/206858
动漫二次元#补番推荐#,http://epg.112114.xyz/douyu/9429545
【星星动画】童年热血搞笑爱情,http://epg.112114.xyz/douyu/4369939
?卡面来打?,http://epg.112114.xyz/douyu/1218414
老爹:还有一件事,http://epg.112114.xyz/douyu/7134757
开心锤锤_开心快乐每一天！,http://epg.112114.xyz/douyu/9018297
最好看的搞笑篮球动漫,http://epg.112114.xyz/douyu/9401305
【动漫】记录你的王者峡谷生活~,http://epg.112114.xyz/douyu/9360149
【小叮当】童年经典动画片,http://epg.112114.xyz/douyu/9445279
中二日记搞笑日常更新,http://epg.112114.xyz/douyu/9505575
动漫推荐官方直播间,http://epg.112114.xyz/douyu/5187099
【经典动漫】9455567,http://epg.112114.xyz/douyu/9455567
鲁过一世的直播间,http://epg.112114.xyz/douyu/9716515
铁头与橘子（每周更新一起看霸总）[1080*1920],http://epg.112114.xyz/douyu/9450942
【神剧】经典神剧,http://epg.112114.xyz/douyu/3700024
【牛叔】N分钟带你看完大片,http://epg.112114.xyz/douyu/2758565
【科幻Fans】精彩科幻影视_解说连连看,http://epg.112114.xyz/douyu/3508304



【星辰影院】,#genre#



随机看球赛,http://mmitv.top/test/yyzb.php?id=top
1905,http://mmitv.top/other/1905.php?id=1905
CCTV6,http://mmitv.top/other/1905.php?id=cctv6
奇门暗刃,http://mmmitv.top:80/test/kdy.php?id=181590.html&tag=video&type=dinary&opt=0
唐门之神犼双雄,http://mmmitv.top:80/test/kdy.php?id=178794.html&tag=video&type=dinary&opt=0

鬼寺凶灵3,http://mmmitv.top:80/test/kdy.php?id=177890.html&tag=video&type=dinary&opt=0
逃狱兄弟3国语版,http://mmmitv.top:80/test/kdy.php?id=181449.html&tag=video&type=dinary&opt=0
神探大战国语,http://mmmitv.top:80/test/kdy.php?id=181194.html&tag=video&type=dinary&opt=0
民间怪谈录之走阴人,http://mmmitv.top/test/kdy.php?i ... n&type=dinary&opt=1
神探大战 普通话,http://mmmitv.top/test/kdy.php?i ... e&type=dinary&opt=3
神探大战 粤语版,http://mmmitv.top/test/kdy.php?i ... e&type=dinary&opt=3
侏罗纪世界3美版,http://mmmitv.top:80/test/kdy.php?id=71304.html&tag=movie&type=dinary&opt=3
重案行动之限时拯救国语,http://mmmitv.top:80/test/kdy.php?id=71308.html&tag=movie&type=dinary&opt=3

鸡兔英雄与暗黑仓鼠,http://mmmitv.top/test/kdy.php?id=185376.html&tag=video&type=dinary&opt=0
拖车杀手,http://mmmitv.top/test/kdy.php?id=185372.html&tag=video&type=dinary&opt=0
我爱我爸,http://mmmitv.top/test/kdy.php?id=185371.html&tag=video&type=dinary&opt=0
生死自由,http://mmmitv.top/test/kdy.php?id=181725.html&tag=video&type=dinary&opt=0
特送,http://mmmitv.top/test/kdy.php?id=143047.html&tag=video&type=dinary&opt=0
鬼屋幽会,http://mmmitv.top/test/kdy.php?id=185361.html&tag=video&type=dinary&opt=0
芒斯特一家,http://mmmitv.top/test/kdy.php?id=182894.html&tag=video&type=dinary&opt=0
重启之深渊疑冢,http://mmmitv.top/test/kdy.php?id=185329.html&tag=video&type=dinary&opt=0
奇门异人,http://mmmitv.top/test/kdy.php?id=169951.html&tag=video&type=dinary&opt=0
黄金森林,http://mmmitv.top/test/kdy.php?id=185320.html&tag=video&type=dinary&opt=0
龙女孩,http://mmmitv.top/test/kdy.php?id=185075.html&tag=video&type=dinary&opt=0
邂逅浪漫 2022,http://mmmitv.top/test/kdy.php?id=185302.html&tag=video&type=dinary&opt=0
阿松2022,http://mmmitv.top/test/kdy.php?id=185300.html&tag=video&type=dinary&opt=0
早丧好,http://mmmitv.top/test/kdy.php?id=185298.html&tag=video&type=dinary&opt=0
阖家辣,http://mmmitv.top/test/kdy.php?id=185297.html&tag=video&type=dinary&opt=0
九叔归来3：魁蛊婴,http://mmmitv.top/test/kdy.php?id=148096.html&tag=video&type=dinary&opt=0
Dirty Daddy：The Bob Saget Tribute,http://mmmitv.top/test/kdy.php?id=185246.html&tag=video&type=dinary&opt=0
BLUE THERMAL -青凪大学体育会航空部,http://mmmitv.top/test/kdy.php?id=185243.html&tag=video&type=dinary&opt=0
老人 2022,http://mmmitv.top/test/kdy.php?id=185227.html&tag=video&type=dinary&opt=0
恶魔讲习班,http://mmmitv.top/test/kdy.php?id=185216.html&tag=video&type=dinary&opt=0
危笑,http://mmmitv.top/test/kdy.php?id=184759.html&tag=video&type=dinary&opt=0
正直的候选人2,http://mmmitv.top/test/kdy.php?id=185214.html&tag=video&type=dinary&opt=0
Adam by Eve：动画现场演唱会,http://mmmitv.top/test/kdy.php?id=185178.html&tag=video&type=dinary&opt=0
刺猬索尼克2,http://mmmitv.top/test/kdy.php?id=103229.html&tag=video&type=dinary&opt=0
尘缘不神山,http://mmmitv.top/test/kdy.php?id=185197.html&tag=video&type=dinary&opt=0
闪虾亮晶晶2,http://mmmitv.top/test/kdy.php?id=185169.html&tag=video&type=dinary&opt=0
你得来看她,http://mmmitv.top/test/kdy.php?id=185163.html&tag=video&type=dinary&opt=0
暗影特工,http://mmmitv.top/test/kdy.php?id=183352.html&tag=video&type=dinary&opt=0
魔童谣,http://mmmitv.top/test/kdy.php?id=185157.html&tag=video&type=dinary&opt=0
爱之屋2,http://mmmitv.top/test/kdy.php?id=185156.html&tag=video&type=dinary&opt=0
谁是谁的菜,http://mmmitv.top/test/kdy.php?id=185155.html&tag=video&type=dinary&opt=0
共助2：国际,http://mmmitv.top/test/kdy.php?id=185020.html&tag=video&type=dinary&opt=0
疯矿入侵,http://mmmitv.top/test/kdy.php?id=179731.html&tag=video&type=dinary&opt=0
狄仁杰之借尸还魂,http://mmmitv.top/test/kdy.php?id=170567.html&tag=video&type=dinary&opt=0
我和萌犬的夏天,http://mmmitv.top/test/kdy.php?id=184724.html&tag=video&type=dinary&opt=0
偷蒙拐骗,http://mmmitv.top/test/kdy.php?id=184582.html&tag=video&type=dinary&opt=0
加勒比夏季,http://mmmitv.top/test/kdy.php?id=184579.html&tag=video&type=dinary&opt=0
狼群 2022,http://mmmitv.top/test/kdy.php?id=184578.html&tag=video&type=dinary&opt=0
怪谈 2022,http://mmmitv.top/test/kdy.php?id=184577.html&tag=video&type=dinary&opt=0
哥俩儿好,http://mmmitv.top/test/kdy.php?id=184576.html&tag=video&type=dinary&opt=0
画不投机,http://mmmitv.top/test/kdy.php?id=184386.html&tag=video&type=dinary&opt=0
行骗天下JP：英雄篇,http://mmmitv.top/test/kdy.php?id=167272.html&tag=video&type=dinary&opt=0
哥们儿2022,http://mmmitv.top/test/kdy.php?id=184570.html&tag=video&type=dinary&opt=0
邪恶寄居,http://mmmitv.top/test/kdy.php?id=184567.html&tag=video&type=dinary&opt=0
如果你能离开就离开,http://mmmitv.top/test/kdy.php?id=184543.html&tag=video&type=dinary&opt=0
杰夫·福克斯沃西：想当年,http://mmmitv.top/test/kdy.php?id=174354.html&tag=video&type=dinary&opt=0
万圣节鬼故事,http://mmmitv.top/test/kdy.php?id=184540.html&tag=video&type=dinary&opt=0
无瑕的房间,http://mmmitv.top/test/kdy.php?id=184542.html&tag=video&type=dinary&opt=0
澡堂也疯狂,http://mmmitv.top/test/kdy.php?id=123254.html&tag=video&type=dinary&opt=0
好事一小朵，查理·布朗,http://mmmitv.top/test/kdy.php?id=184514.html&tag=video&type=dinary&opt=0
Espejo, Espejo 2022,http://mmmitv.top/test/kdy.php?id=184513.html&tag=video&type=dinary&opt=0
2022最新电影二,http://mmmitv.top/test/kdy.php?id=tab&opt=1
过去，如今和之后,http://mmmitv.top/test/kdy.php?id=78536.html&tag=movie&type=dinary&opt=3
无惧之爱,http://mmmitv.top/test/kdy.php?id=78535.html&tag=movie&type=dinary&opt=3
重启之深渊疑冢,http://mmmitv.top/test/kdy.php?id=78528.html&tag=movie&type=dinary&opt=3
危笑,http://mmmitv.top/test/kdy.php?id=78501.html&tag=movie&type=dinary&opt=3
恶魔讲习班,http://mmmitv.top/test/kdy.php?id=78491.html&tag=movie&type=dinary&opt=3
狼群,http://mmmitv.top/test/kdy.php?id=77688.html&tag=movie&type=dinary&opt=3
向北方,http://mmmitv.top/test/kdy.php?id=78498.html&tag=movie&type=dinary&opt=3
谁是谁的菜,http://mmmitv.top/test/kdy.php?id=78489.html&tag=movie&type=dinary&opt=3
阖家辣,http://mmmitv.top/test/kdy.php?id=78484.html&tag=movie&type=dinary&opt=3
江湖菜馆 第三季,http://mmmitv.top/test/kdy.php?id=78481.html&tag=movie&type=dinary&opt=3
江湖菜馆第三季,http://mmmitv.top/test/kdy.php?id=78478.html&tag=movie&type=dinary&opt=3
漂流欲室,http://mmmitv.top/test/kdy.php?id=78477.html&tag=movie&type=dinary&opt=3
恣意佳人第一季,http://mmmitv.top/test/kdy.php?id=78472.html&tag=movie&type=dinary&opt=3
德州传奇公主,http://mmmitv.top/test/kdy.php?id=78470.html&tag=movie&type=dinary&opt=3
宵夜江湖第2季,http://mmmitv.top/test/kdy.php?id=78117.html&tag=movie&type=dinary&opt=3
麻姑,http://mmmitv.top/test/kdy.php?id=78465.html&tag=movie&type=dinary&opt=3
龙女孩,http://mmmitv.top/test/kdy.php?id=78426.html&tag=movie&type=dinary&opt=3
魔童谣,http://mmmitv.top/test/kdy.php?id=78425.html&tag=movie&type=dinary&opt=3




【影院轮播】,#genre#
王晶的玄幻武侠剧[1104*622],http://txtest-xp2p.p2p.huya.com/src/1420294575-1420294575-6100118750311219200-3048991588-10057-A-0-1.xs
虎牙2,http://txtest-xp2p.p2p.huya.com/src/1394575551-1394575551-5989656383346180096-2789274558-10057-A-0-1.xs
精品电影,http://39.135.138.60:18890/PLTV/88888910/224/3221225718/index.m3u8
嫣然+以一敌百_不得不服！[1280*542],http://txtest-xp2p.p2p.huya.com/src/1524418101-1524418101-6547325889225424896-3048959658-10057-A-0-1.xs
36.星星影院,http://epg.112114.xyz/douyu/315131
14.刘德华电影2,http://epg.112114.xyz/douyu/8985415
15.喜剧经典,http://epg.112114.xyz/douyu/9650887
鱼塘塘主张年年+新水hu·在下正是西公子！[1104*622],http://txtest-xp2p.p2p.huya.com/src/1394565188-1394565188-5989611874600091648-2789253832-10057-A-0-1.xs
漫威电影,http://epg.112114.xyz/douyu/4282654
喜剧电影,http://hpull.kktv8.com/livekktv/99592190/playlist.m3u8
粉娘+神医必备+红烧狮子头[1104*622],http://txtest-xp2p.p2p.huya.com/src/1524418104-1524418104-6547325902110326784-3048959664-10057-A-0-1.xs
麋鹿+黑帮斗争+黑与白的对峙_情与义的泯灭,http://txtest-xp2p.p2p.huya.com/src/1394575541-1394575541-5989656340396507136-2789274538-10057-A-0-1.xs
26.霍格影片,http://epg.112114.xyz/douyu/8814650
铁血真汉子+国产悬疑精选·智商在线[1200*504],http://txtest-xp2p.p2p.huya.com/src/1250011-1250011-5368756364640256-2789253862-10057-A-0-1.xs
呆萌小岳岳+一代枭雄为报父仇励精图治,http://txtest-xp2p.p2p.huya.com/src/1394565206-1394565206-5989611951909502976-2789253868-10057-A-0-1.xs
黑莓电影,http://39.134.65.208/PLTV/88888888/224/3221225681/index.m3u8
5.神乐影片2,http://epg.112114.xyz/douyu/85894
47.华语动作电影,http://epg.112114.xyz/douyu/1504768
阿汤哥+007,http://txtest-xp2p.p2p.huya.com/src/1099531752778-1099531752778-86436225421934592-2199063629012-10057-A-0-1.xs
许三多军营成长史[624*336],http://txtest-xp2p.p2p.huya.com/src/1394575555-1394575555-5989656400526049280-2789274566-10057-A-0-1.xs
6.周末影院,http://epg.112114.xyz/douyu/3637765
星光影视,http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8
豆瓣电影,http://epg.112114.xyz/douyu/8770422
27.可乐电影,http://epg.112114.xyz/douyu/20415
午夜影院,https://pull.kktv8.com/livekktv/99592190.flv



【斗鱼轮播】,#genre#
1.斗鱼-华语经典,http://epg.112114.xyz/douyu/434971
2.斗鱼-吃米滴虫,http://epg.112114.xyz/douyu/315457
3.斗鱼-华语院线,http://epg.112114.xyz/douyu/5581257
4.斗鱼-神乐影片1,http://epg.112114.xyz/douyu/122402
5.斗鱼-神乐影片2,http://epg.112114.xyz/douyu/85894
8.斗鱼-特辑影院,http://epg.112114.xyz/douyu/3637778
9.斗鱼-贝爷MAX厅,http://epg.112114.xyz/douyu/4332
10.斗鱼-漫威影片,http://epg.112114.xyz/douyu/6140589
11.斗鱼-丸子经典电影,http://epg.112114.xyz/douyu/8986148
12.斗鱼-周星驰电影,http://epg.112114.xyz/douyu/3990812
14.斗鱼-刘德华电影2,http://epg.112114.xyz/douyu/8985415
16.斗鱼-豆瓣高分,http://epg.112114.xyz/douyu/8770422
17.斗鱼-林正英电影1,http://epg.112114.xyz/douyu/218859
18.斗鱼-林正英电影2,http://epg.112114.xyz/douyu/7356023
19.斗鱼-宇哥电影,http://epg.112114.xyz/douyu/413573
20.斗鱼-女神金电影,http://epg.112114.xyz/douyu/747764
21.斗鱼-花卷电影,http://epg.112114.xyz/douyu/52787
22.斗鱼-经典怀旧系列,http://epg.112114.xyz/douyu/8663752
23.斗鱼-北京大蜜,http://epg.112114.xyz/douyu/805235
24.斗鱼-贝爷影厅1,http://epg.112114.xyz/douyu/252802
25.斗鱼-贝爷影厅2,http://epg.112114.xyz/douyu/36337
26.斗鱼-霍格影片,http://epg.112114.xyz/douyu/8814650
27.斗鱼-可乐电影,http://epg.112114.xyz/douyu/20415
28.斗鱼-冰冰经典电影,http://epg.112114.xyz/douyu/74374
29.斗鱼-奶虫恐怖电影,http://epg.112114.xyz/douyu/263824
30.斗鱼-奶瓶科幻片,http://epg.112114.xyz/douyu/6655271
34.斗鱼-林林影视,http://epg.112114.xyz/douyu/9652323
35.斗鱼-恐怖专场,http://epg.112114.xyz/douyu/7353112
36.斗鱼-星星影院,http://epg.112114.xyz/douyu/315131
37.斗鱼-恐怖动作片,http://epg.112114.xyz/douyu/5129261
38.斗鱼-经典科幻,http://epg.112114.xyz/douyu/7673566
39.斗鱼-漫威电影,http://epg.112114.xyz/douyu/4282654
40.斗鱼-科幻系列,http://epg.112114.xyz/douyu/8107217
41.斗鱼-恐怖经典,http://epg.112114.xyz/douyu/1165374
43.斗鱼-变种人电影,http://epg.112114.xyz/douyu/9651304
44.斗鱼-小U电影,http://epg.112114.xyz/douyu/96577
45.斗鱼-小宇60帧,http://epg.112114.xyz/douyu/323876
46.斗鱼-华语电影,http://epg.112114.xyz/douyu/3928
47.斗鱼-华语动作电影,http://epg.112114.xyz/douyu/1504768
48.斗鱼-恐怖电影,http://epg.112114.xyz/douyu/310926
49.斗鱼-喜剧电影,http://epg.112114.xyz/douyu/9292492
50.斗鱼-欧美大片,http://epg.112114.xyz/douyu/2793084
51.斗鱼-怀旧90,http://epg.112114.xyz/douyu/9275635
52.斗鱼-国产影片,http://epg.112114.xyz/douyu/5423
53.斗鱼-麓山迷踪,http://epg.112114.xyz/douyu/4505431
55.斗鱼-米娅电影,http://epg.112114.xyz/douyu/6537888



【埋堆堆】,#genre#
西游记第一部张卫健,http://txtest-xp2p.p2p.huya.com/src/1199561182641-1199561182641-5434452429213007872-2399122488738-10057-A-0-1.xs
西游记第二部陈浩民[848*476],http://txtest-xp2p.p2p.huya.com/src/1199561181026-1199561181026-5434445492840824832-2399122485508-10057-A-0-1.xs
西游记二 粤-陈浩民[848*476],http://txtest-xp2p.p2p.huya.com/src/1199561277686-1199561277686-5434860644379656192-2399122678828-10057-A-0-1.xs
封神榜-陈浩民版哪吒,http://txtest-xp2p.p2p.huya.com/src/1199561158071-1199561158071-5434346901866545152-2399122439598-10057-A-0-1.xs
寻秦记,http://txtest-xp2p.p2p.huya.com/src/1199563493375-1199563493375-5444376956172763136-2399127110206-10057-A-0-1.xs
楚汉骄雄 郑少秋[859*476],http://txtest-xp2p.p2p.huya.com/src/1199561177177-1199561177177-5434428961511702528-2399122477810-10057-A-0-1.xs
雪山飞狐[859*476],http://txtest-xp2p.p2p.huya.com/src/1199561391895-1199561391895-5435351168299565056-2399122907246-10057-A-0-1.xs
射雕之九阴真经,http://txtest-xp2p.p2p.huya.com/src/1199561240999-1199561240999-5434703074914467840-2399122605454-10057-A-0-1.xs
射雕英雄传[1080*810],http://txtest-xp2p.p2p.huya.com/src/1199561223711-1199561223711-5434628823519854592-2399122570878-10057-A-0-1.xs
